unique ID;PaperID;RowID;MethodID;Description;NeedChecking;RawData
452;76572;366;100;;N;"Ostrom's Social and Ecological System framework and conflict theory (Ostrom 2007); 91; 112; 100"
453;6455;367;43;expert workshops;Y;"expert workshops; 7"
454;6455;367;7;;N;"expert workshops; 7"
455;36263;368;39;;N;39
456;30533;369;100;;N;100
457;39625;370;14;;N;14
458;70559;371;39;;N;39
459;39047;372;77;;N;"77; 43"
460;39047;372;43;;N;"77; 43"
461;50079;373;77;;N;77
462;8869;374;77;;N;77
463;8869;375;77;;N;77
464;21727;376;21;;N;21
465;16989;377;56;Community Land Model (linked to 56);Y;"Community Land Model (linked to 56); scenario modelling (linked to 56)"
466;16989;377;"56; 147";scenario modelling (linked to 56);Y;"Community Land Model (linked to 56); scenario modelling (linked to 56)"
467;38464;378;137;vegetation survey;Y;vegetation survey
468;18576;379;134;bank sampling (linked to 10);Y;"bank sampling (linked to 10); vegetation sampling (linked to 10); diversity landscape (linked to 10)"
469;18576;379;134;vegetation sampling (linked to 10);Y;"bank sampling (linked to 10); vegetation sampling (linked to 10); diversity landscape (linked to 10)"
470;18576;379;10;diversity landscape (linked to 10);Y;"bank sampling (linked to 10); vegetation sampling (linked to 10); diversity landscape (linked to 10)"
471;26955;380;10;;N;10
472;43690;381;64;;N;64
473;42125;382;112;;N;112
474;3094;383;10;;N;10
475;11209;384;137;floristic survey (linked to 10);Y;"floristic survey (linked to 10);  litterfall collection/observation (linked to 10);  soil sampling (linked to 10)"
476;11209;384;137;litterfall collection/observation (linked to 10);Y;"floristic survey (linked to 10);  litterfall collection/observation (linked to 10);  soil sampling (linked to 10)"
477;11209;384;134;soil sampling (linked to 10);Y;"floristic survey (linked to 10);  litterfall collection/observation (linked to 10);  soil sampling (linked to 10)"
478;14942;385;64;;N;"64; spatial and temporal ES correlations (Vallet et al. 2018); spatial tradeoff typology (Gissi et al., 2018)"
479;14942;385;"130; 67";spatial and temporal ES correlations (Vallet et al. 2018);Y;"64; spatial and temporal ES correlations (Vallet et al. 2018); spatial tradeoff typology (Gissi et al., 2018)"
480;14942;385;130;spatial tradeoff typology (Gissi et al., 2018);Y;"64; spatial and temporal ES correlations (Vallet et al. 2018); spatial tradeoff typology (Gissi et al., 2018)"
481;17324;386;22;;N;22
482;40309;387;130;remote sensing linked to 64;Y;"remote sensing linked to 64; 10"
483;40309;387;10;;N;"remote sensing linked to 64; 10"
484;64690;388;125;field ethnobotanical inventory;Y;field ethnobotanical inventory
485;22867;389;49;;N;49
486;258;390;112;;N;112
487;26962;391;37;;N;37
488;4438;392;43;Expert workshop linked to 43;Y;"Expert workshop linked to 43; 112; FARMSCOPER tool (Micha et al 2018)"
489;4438;392;112;;N;"Expert workshop linked to 43; 112; FARMSCOPER tool (Micha et al 2018)"
490;4438;392;69;FARMSCOPER tool (Micha et al 2018);Y;"Expert workshop linked to 43; 112; FARMSCOPER tool (Micha et al 2018)"
491;33241;393;145;Economic valuation as a function of the total surplus (Kolstad, 2010);Y;Economic valuation as a function of the total surplus (Kolstad, 2010)
492;6392;394;7;;N;"7; 10; 100; 64"
493;6392;394;10;;N;"7; 10; 100; 64"
494;6392;394;100;;N;"7; 10; 100; 64"
495;6392;394;64;;N;"7; 10; 100; 64"
496;38048;395;39;;N;39
497;65365;396;64;;N;64
498;59063;397;112;;N;112
499;6653;398;10;;N;"10; remote sensing and satellite imagery linked to 64; 65; 25"
500;6653;398;130;remote sensing and satellite imagery linked to 64;Y;"10; remote sensing and satellite imagery linked to 64; 65; 25"
501;6653;398;65;;N;"10; remote sensing and satellite imagery linked to 64; 65; 25"
502;6653;398;25;;N;"10; remote sensing and satellite imagery linked to 64; 65; 25"
503;64491;399;91;;N;91
504;19831;400;112;;N;"112; 100"
505;19831;400;100;;N;"112; 100"
506;32376;401;49;;N;"49; high resolution classified land cover data and moderate-resolution Normalized Difference Vegetation Index data from satellite imagery (linked to 64)"
507;32376;401;147;high resolution classified land cover data and moderate-resolution Normalized Difference Vegetation Index data from satellite imagery (linked to 64);Y;"49; high resolution classified land cover data and moderate-resolution Normalized Difference Vegetation Index data from satellite imagery (linked to 64)"
508;40068;402;140;ethnoecological approach (linked to 36?);Y;ethnoecological approach (linked to 36?)
509;47015;403;64;;N;"64; 10"
510;47015;403;10;;N;"64; 10"
511;39554;404;135;biophysical modelling;Y;"biophysical modelling; point count survey (Buckland et al. 2005, linked to 10)"
512;39554;404;137;point count survey (Buckland et al. 2005, linked to 10);Y;"biophysical modelling; point count survey (Buckland et al. 2005, linked to 10)"
513;2134;405;100;;N;"100; 75"
514;2134;405;75;;N;"100; 75"
515;48733;406;57;;N;57
516;39866;407;64;;N;"64; Marginal Abatement Cost Curve; cost effectiveness analysis (linked to 21)"
517;39866;407;25;Marginal Abatement Cost Curve;Y;"64; Marginal Abatement Cost Curve; cost effectiveness analysis (linked to 21)"
518;39866;407;23;cost effectiveness analysis (linked to 21);Y;"64; Marginal Abatement Cost Curve; cost effectiveness analysis (linked to 21)"
519;48772;408;100;interviews;Y;"interviews; flora survey"
520;48772;408;137;flora survey;Y;"interviews; flora survey"
521;41328;409;100;;N;"100;25"
522;41328;409;25;;N;"100;25"
523;3206;410;22;;N;22
524;7233;411;22;partial 22;Y;partial 22
525;66619;412;10;;N;10
526;7287;413;49;;N;49
527;32879;414;112;;N;112
528;35144;415;122;unweighted conditional logit demand model (linked to 22) $recreational site-choice models$;Y;"unweighted conditional logit demand model (linked to 22) $recreational site-choice models$; weighted exogenous samling maximum likelihood model - WESML demand model(linked to 22) $recreational site-choice models$"
529;35144;415;122;weighted exogenous samling maximum likelihood model - WESML demand model(linked to 22) $recreational site-choice models$;Y;"unweighted conditional logit demand model (linked to 22) $recreational site-choice models$; weighted exogenous samling maximum likelihood model - WESML demand model(linked to 22) $recreational site-choice models$"
530;32879;416;21;;N;21
531;8260;417;49;;N;"49; 112"
532;8260;417;112;;N;"49; 112"
533;9722;418;109;;N;109
534;35757;419;14;discreate choice experiment- DCE (linked to 14);Y;discreate choice experiment- DCE (linked to 14)
535;18900;420;94;Travel Cost Method (Clawson 1959);Y;Travel Cost Method (Clawson 1959)
536;22072;421;14;;N;14
537;18422;422;91;;N;91
538;17272;423;86;production function valuation method;Y;production function valuation method
539;38988;424;19;;N;19
540;18780;425;10;;N;10
541;47641;426;19;;N;19
542;6709;427;116;;N;116
543;16294;428;67;Natural Capital Asset Index (linked to 67);Y;Natural Capital Asset Index (linked to 67)
544;42263;429;14;;N;14
545;70595;430;64;;N;64
546;37316;431;37;;N;37
547;1343;432;49;;N;49
548;28008;433;100;;N;100
549;7431;434;66;;N;66
550;28798;435;100;open and 100;Y;open and 100
551;6045;436;67;Ecosystem services framework (Fisher et al. 2009, linked to 10);Y;"Ecosystem services framework (Fisher et al. 2009, linked to 10) ; 25"
552;6045;436;25;;N;"Ecosystem services framework (Fisher et al. 2009, linked to 10) ; 25"
553;16555;437;112;;N;112
554;56135;438;19;19 - WTP;Y;19 - WTP
555;15090;439;101;;N;101
556;55670;440;77;;N;77
557;34150;441;22;;N;22
558;47687;442;129;Plant diversity assessment (linked to 67);Y;Plant diversity assessment (linked to 67)
559;64018;443;23;;N;23
560;42918;444;22;;N;22
561;26961;445;100;;N;100
562;9938;446;100;;N;"100; 91; 94"
563;9938;446;91;;N;"100; 91; 94"
564;9938;446;94;;N;"100; 91; 94"
565;20838;447;50;;N;"50; 100"
566;20838;447;100;;N;"50; 100"
567;34845;448;94;;N;94
568;31358;449;23;;N;23
569;69123;450;49;;N;49
570;31931;451;19;;N;19
571;57228;452;109;Willingness to Participate (Mislimshoeva et al. 2013);Y;Willingness to Participate (Mislimshoeva et al. 2013)
572;68617;453;19;;N;19
573;27213;454;152;General Algebraic Modelling System;Y;"General Algebraic Modelling System; CLUE models"
574;27213;454;147;CLUE models;Y;"General Algebraic Modelling System; CLUE models"
575;31501;455;21;;N;21
576;70366;456;10;;N;10
577;65394;457;22;;N;22
578;65394;458;67;Social Cost of Carbon ( Soares-Filho et al 2006, linked to 94 and 67);Y;Social Cost of Carbon ( Soares-Filho et al 2006, linked to 94 and 67)
579;2470;459;100;;N;"100; 75"
580;2470;459;75;;N;"100; 75"
581;16411;460;43;;N;43
582;71820;461;25;indirect method based on damage abatement Lichtenberg and Zilberman 1986);Y;"indirect method based on damage abatement Lichtenberg and Zilberman 1986); Cobb-Douglas Production Function"
583;71820;461;145;Cobb-Douglas Production Function;Y;"indirect method based on damage abatement Lichtenberg and Zilberman 1986); Cobb-Douglas Production Function"
584;69884;462;21;;N;21
585;36394;463;80;;N;80
586;76296;464;77;;N;"77; Species distribution model"
587;76296;464;129;Species distribution model;Y;"77; Species distribution model"
588;73076;465;49;Hedonic pricing method (linked to 93);Y;Hedonic pricing method (linked to 93)
589;77407;466;91;;N;91
590;77407;467;19;;N;19
591;39680;468;19;single bounded contingent valuation (linked to 19);Y;single bounded contingent valuation (linked to 19)
592;23462;469;32;;N;"32; IndVal Methods (Dufrêne and Legendre 1997)"
593;23462;469;129;IndVal Methods (Dufrêne and Legendre 1997);Y;"32; IndVal Methods (Dufrêne and Legendre 1997)"
594;74766;470;52;Cross impact Analysis;Y;"Cross impact Analysis; Classification and Regression tree model (CART)"
595;74766;470;69;Classification and Regression tree model (CART);Y;"Cross impact Analysis; Classification and Regression tree model (CART)"
596;53796;471;14;Discrete Choice experiment (linked to 14);Y;Discrete Choice experiment (linked to 14)
597;44059;472;49;;N;"49 ; 6"
598;44059;472;6;;N;"49 ; 6"
599;68569;473;112;Survey;Y;Survey
600;2889;474;134;Vegetation plots (linked to 112);Y;Vegetation plots (linked to 112)
601;68880;475;65;Market based methods, related to 65;Y;"Market based methods, related to 65; 100"
602;68880;475;100;;N;"Market based methods, related to 65; 100"
603;68880;476;19;;N;19
604;68880;477;19;;N;"19; 94; Method to calculate values of research and environmental education services (Hicks et al 2009)"
605;68880;477;94;;N;"19; 94; Method to calculate values of research and environmental education services (Hicks et al 2009)"
606;68880;477;21;Method to calculate values of research and environmental education services (Hicks et al 2009);Y;"19; 94; Method to calculate values of research and environmental education services (Hicks et al 2009)"
607;7387;478;65;;N;"65; 10"
608;7387;478;10;;N;"65; 10"
609;30;479;22;;N;22
610;68880;480;122;Redundancy analysis;Y;"Redundancy analysis; Hierarchical cluster analysis (linked to 67)"
611;68880;480;"69; 130";Hierarchical cluster analysis (linked to 67);Y;"Redundancy analysis; Hierarchical cluster analysis (linked to 67)"
612;37844;481;90;;N;90
613;18891;482;122;non-parametric data envelope analysis method;Y;"non-parametric data envelope analysis method; non-radial direction distance function"
614;18891;482;130;non-radial direction distance function;Y;"non-parametric data envelope analysis method; non-radial direction distance function"
615;18891;483;122;non-parametric data envelope analysis method;Y;"non-parametric data envelope analysis method; non-radial direction distance function"
616;18891;483;130;non-radial direction distance function;Y;"non-parametric data envelope analysis method; non-radial direction distance function"
617;18891;484;122;Non-parametric data envelope analysis method;Y;"Non-parametric data envelope analysis method; non-radial direction distance function"
618;18891;484;130;non-radial direction distance function;Y;"Non-parametric data envelope analysis method; non-radial direction distance function"
619;54436;485;14;;N;14
620;54032;486;100;;N;"100;43;25"
621;54032;486;43;;N;"100;43;25"
622;54032;486;25;;N;"100;43;25"
623;13894;487;77;;N;77
624;20791;488;91;;N;"91; qualitative interviews (linked to 112)"
625;20791;488;112;qualitative interviews (linked to 112);Y;"91; qualitative interviews (linked to 112)"
626;51998;489;126;Adaptive Choice-Based Conjoint - ACBC (Aspinall et al. 2010);Y;Adaptive Choice-Based Conjoint - ACBC (Aspinall et al. 2010)
627;59670;490;67;affect-and offset algorithm;Y;affect-and offset algorithm
628;31971;491;94;zonal travel cost method;Y;zonal travel cost method
629;58881;492;"19; 57;  144";Landscape susceptibility (Scott and Thompson 2015);Y;Landscape susceptibility (Scott and Thompson 2015)
630;35265;493;1;;N;"1; market price analysis (linked to 21)"
631;35265;493;65;market price analysis (linked to 21);Y;"1; market price analysis (linked to 21)"
632;61267;494;14;;N;14
633;52444;495;1;;N;1
634;24562;496;100;Interviews (linked to 91);Y;"Interviews (linked to 91); Homegarden survey (linked to 112)"
635;24562;496;112;Homegarden survey (linked to 112);Y;"Interviews (linked to 91); Homegarden survey (linked to 112)"
636;5654;497;64;;N;64
637;60582;498;77;;N;"77; 64"
638;60582;498;64;;N;"77; 64"
639;63212;499;"10;134; 145";observations and sample collection (maybe linked to 10);Y;observations and sample collection (maybe linked to 10)
640;37298;500;91;;N;91
641;60938;501;14;;N;14
642;22152;502;112;;N;"112; participatory fieldwork (linked to 79 or 77)"
643;22152;502;79;participatory fieldwork (linked to 79 or 77);Y;"112; participatory fieldwork (linked to 79 or 77)"
644;60938;503;112;;N;112
645;35471;504;"67; 128";RZWQM2 (Ahuja et al 2000 and Ma et al. 2009, linked to 67);Y;RZWQM2 (Ahuja et al 2000 and Ma et al. 2009, linked to 67)
646;74148;505;27;"Deliberative valuation technique (Lo and
 Spash 2013 Spash, 2008 2007) (linked to 76)";Y;"Deliberative valuation technique (Lo and
 Spash 2013 Spash, 2008 2007) (linked to 76); 14"
647;74148;505;14;;N;"Deliberative valuation technique (Lo and
 Spash 2013 Spash, 2008 2007) (linked to 76); 14"
648;65266;506;19;Contigent valuation method (linked to 19);Y;Contigent valuation method (linked to 19)
649;58997;507;14;Choice experiment;Y;Choice experiment
650;13045;508;49;Hedonic Pricing Analysis;Y;Hedonic Pricing Analysis
651;20958;509;112;Surveys;Y;Surveys
652;9318;510;100;;N;100
653;61034;511;112;;N;"112; 14"
654;61034;511;14;;N;"112; 14"
655;27602;512;75;75;N;75, 100
655;27602;512;100;100;N;75, 100
656;37851;513;67;;N;67
657;37851;514;67;;N;67
658;37851;515;67;;N;67
659;62627;516;100;;N;"100; 43"
660;62627;516;43;;N;"100; 43"
661;21658;517;22;Estimation of marginal values under different scenarios;Y;Estimation of marginal values under different scenarios
662;23700;518;129;Value of Importance - IVs index;Y;Value of Importance - IVs index
663;64658;519;49;;N;49
664;2556;520;25;;N;25
665;31298;521;90;;N;90
666;7115;522;86;;N;"86; 25"
667;7115;522;25;;N;"86; 25"
668;37789;523;75;;N;"75; 77; 80; 100; 110; 10; 43"
669;37789;523;77;;N;"75; 77; 80; 100; 110; 10; 43"
670;37789;523;80;;N;"75; 77; 80; 100; 110; 10; 43"
671;37789;523;100;;N;"75; 77; 80; 100; 110; 10; 43"
672;37789;523;110;;N;"75; 77; 80; 100; 110; 10; 43"
673;37789;523;10;;N;"75; 77; 80; 100; 110; 10; 43"
674;37789;523;43;;N;"75; 77; 80; 100; 110; 10; 43"
675;42979;524;10;;N;"10; 100; 37"
676;42979;524;100;;N;"10; 100; 37"
677;42979;524;37;;N;"10; 100; 37"
678;66862;525;19;;N;19
679;27934;526;19;;N;"19; 22"
680;27934;526;22;;N;"19; 22"
681;41375;527;112;Surveys;Y;Surveys
682;22029;528;22;;N;22
683;67485;529;92;;N;"92; 37"
684;67485;529;37;;N;"92; 37"
685;4941;530;101;;N;101
686;5144;531;22;;N;22
687;27030;532;22;;N;22
688;66498;533;100;structured interviews (linked to 100);Y;structured interviews (linked to 100)
689;66498;534;100;structured interviews (linked to 100);Y;structured interviews (linked to 100)
690;39939;535;112;;N;112
691;47729;536;65;;N;65
692;5413;537;94;;N;94
693;71874;538;21;;N;21
694;8322;539;145;Cobb–Douglas production function econometric model (Lu & Chen, 2013);Y;Cobb–Douglas production function econometric model (Lu & Chen, 2013)
695;45046;540;145;micro-economic valuation (Onofri et al 2016, linked to 86);Y;micro-economic valuation (Onofri et al 2016, linked to 86)
696;37429;541;14;;N;14
697;35913;542;22;;N;22
698;4445;543;112;;N;112
699;5787;544;112;;N;112
700;62947;545;37;;N;37
701;6594;546;64;image texture measure (Ozdemir and Karnieli 2011);Y;"image texture measure (Ozdemir and Karnieli 2011); Bird identification; Micro-habitat diversity"
702;6594;546;125;Bird identification;Y;"image texture measure (Ozdemir and Karnieli 2011); Bird identification; Micro-habitat diversity"
703;6594;546;129;Micro-habitat diversity;Y;"image texture measure (Ozdemir and Karnieli 2011); Bird identification; Micro-habitat diversity"
704;11039;547;130;GIS analyses;Y;"GIS analyses; field sampling"
705;11039;547;134;field sampling;Y;"GIS analyses; field sampling"
706;11039;548;130;GIS analyses;Y;"GIS analyses; field sampling"
707;11039;548;134;field sampling;Y;"GIS analyses; field sampling"
708;13510;549;10;;N;10
709;64344;550;137;CARICOMP method (Bone et al 2001, linked to 10);Y;"CARICOMP method (Bone et al 2001, linked to 10); AGRRA protocol (Bruckner and Bruckner 2003, linked to 10)"
710;64344;550;10;AGRRA protocol (Bruckner and Bruckner 2003, linked to 10);Y;"CARICOMP method (Bone et al 2001, linked to 10); AGRRA protocol (Bruckner and Bruckner 2003, linked to 10)"
711;19940;551;19;;N;19
712;19940;552;22;;N;22
713;64050;553;14;;N;14
714;74270;554;108;State-transition models (Westoby et al. 1989 and Bestelmeyer et al. 2017, linked to 108);Y;State-transition models (Westoby et al. 1989 and Bestelmeyer et al. 2017, linked to 108)
715;880;555;129;Price equation;Y;Price equation
716;44894;556;124;climate–water conflict vulnerability index - CWCVI (Ellis 2000 Füssel 2007 and Adger 2010);Y;"climate–water conflict vulnerability index - CWCVI (Ellis 2000 Füssel 2007 and Adger 2010); double exposure index -DEI (Leichenko and Brien 2008)"
717;44894;556;148;double exposure index -DEI (Leichenko and Brien 2008);Y;"climate–water conflict vulnerability index - CWCVI (Ellis 2000 Füssel 2007 and Adger 2010); double exposure index -DEI (Leichenko and Brien 2008)"
718;38384;557;10;Molecular laboratory methodology;Y;Molecular laboratory methodology
719;46526;558;67;Scoring of Ecosystem Services (Brill et al 2017, linked to 67);Y;Scoring of Ecosystem Services (Brill et al 2017, linked to 67)
720;41438;559;56;;N;56
721;37881;560;43;;N;"43; 91; 92"
722;37881;560;91;;N;"43; 91; 92"
723;37881;560;92;;N;"43; 91; 92"
724;2198;561;80;;N;"80; 112"
725;2198;561;112;;N;"80; 112"
726;9882;562;49;;N;"49; 93"
727;9882;562;93;;N;"49; 93"
728;13881;563;65;;N;"65; soil spatial variability mapped via proximal sensing technology and biomass production monitored and mapped via precision agriculture technologies (linked to 64)"
729;13881;563;64;soil spatial variability mapped via proximal sensing technology and biomass production monitored and mapped via precision agriculture technologies (linked to 64);Y;"65; soil spatial variability mapped via proximal sensing technology and biomass production monitored and mapped via precision agriculture technologies (linked to 64)"
730;76275;564;112;structured surveys (linked to 112);Y;"structured surveys (linked to 112); 91"
731;76275;564;91;;N;"structured surveys (linked to 112); 91"
732;33941;565;91;;N;"91; 64"
733;33941;565;64;;N;"91; 64"
734;35851;566;100;;N;100
735;35851;567;100;;N;100
736;63485;568;14;;N;14
737;6492;569;49;;N;49
738;39979;570;6;;N;"6; 64; 50"
739;39979;570;64;;N;"6; 64; 50"
740;39979;570;50;;N;"6; 64; 50"
741;3749;571;125;‘‘crop list’’ approach (Arora and Nayar 1984);Y;‘‘crop list’’ approach (Arora and Nayar 1984)
742;45863;572;49;;N;"49; 93"
743;45863;572;93;;N;"49; 93"
744;46252;573;43;expert workshop (linked to 43);Y;expert workshop (linked to 43)
745;23505;574;94;;N;"94; hydrological models (linked to 10); 22; 101"
746;23505;574;155;hydrological models (linked to 10);Y;"94; hydrological models (linked to 10); 22; 101"
747;23505;574;22;;N;"94; hydrological models (linked to 10); 22; 101"
748;23505;574;101;;N;"94; hydrological models (linked to 10); 22; 101"
749;63136;575;10;;N;10
750;3401;576;10;;N;10
751;3603;577;10;;N;10
752;8949;578;10;;N;10
753;41375;579;112;Surveys;Y;Surveys
754;46686;580;100;Semi-structured questionnaires;Y;Semi-structured questionnaires
755;15034;581;25;Avoided Cost Method (linked to 25);Y;Avoided Cost Method (linked to 25)
756;19927;582;112;;N;112
757;9727;583;67;systemic approach for ES Valuation (Hérivaux and Grémont 2018, linked to 21);Y;systemic approach for ES Valuation (Hérivaux and Grémont 2018, linked to 21)
758;11673;584;10;;N;10
759;31966;585;112;;N;112
760;9247;586;22;;N;22
761;30791;587;112;;N;112
762;39738;588;23;;N;23
763;36631;589;10;;N;10
764;42213;590;100;;N;"100; 10"
765;42213;590;10;;N;"100; 10"
766;37832;591;67;interdisciplinary framework for valuing multiple ecosystem services (Cole and Moksnes 2016, linked to 67 and 22);Y;interdisciplinary framework for valuing multiple ecosystem services (Cole and Moksnes 2016, linked to 67 and 22)
767;23185;592;130;GIS - spatial Burkhard et al. 2009, linked to 64);Y;GIS - spatial Burkhard et al. 2009, linked to 64)
768;15998;593;56;;N;56
769;37660;594;19;;N;19
770;22318;595;52;before-after-control-impact analysis - BACI models (Stewartoaten, Murdoch & Parker 1986, linked to 52);Y;before-after-control-impact analysis - BACI models (Stewartoaten, Murdoch & Parker 1986, linked to 52)
771;20874;596;109;;N;"109; service-providing unit - SPU framework (Kontogianni et al. 2010)"
772;20874;596;67;service-providing unit - SPU framework (Kontogianni et al. 2010);Y;"109; service-providing unit - SPU framework (Kontogianni et al. 2010)"
773;67022;597;22;;N;22
774;28267;598;37;;N;37
775;10929;599;91;PEN Questionnaires - Poverty Environment Network;Y;PEN Questionnaires - Poverty Environment Network
776;45593;600;128;integrated modeling of agricultural scenario - IMAS framework (Vernier et al 2016, linked to 56);Y;integrated modeling of agricultural scenario - IMAS framework (Vernier et al 2016, linked to 56)
777;28465;601;6;Estimation of potential economic values $ value transfer;Y;Estimation of potential economic values $ value transfer
778;39962;602;122;Econometric models;Y;Econometric models
779;28279;603;10;;N;10
780;39073;604;86;;N;86
781;47685;605;10;;N;10
782;43314;606;158;quantitative multi-hazard risk assessment;Y;quantitative multi-hazard risk assessment
783;40348;607;10;;N;10
784;71696;608;10;;N;10
785;64234;609;10;;N;10
786;27312;610;10;;N;"10; 92"
787;27312;610;92;;N;"10; 92"
788;27312;611;10;;N;"10; 92"
789;27312;611;92;;N;"10; 92"
790;45074;612;10;;N;10
791;44995;613;112;Household income surveys;Y;"Household income surveys; free-lists. fallow inventories"
792;44995;613;125;free-lists. fallow inventories;Y;"Household income surveys; free-lists. fallow inventories"
793;42928;614;112;Survey;Y;"Survey; Choice experiment"
794;42928;614;14;Choice experiment;Y;"Survey; Choice experiment"
795;45569;615;19;Contigent Valuation;Y;Contigent Valuation
796;96;616;"147; 130";Spatial mapping to analyse land-use change (linked to 64);Y;Spatial mapping to analyse land-use change (linked to 64)
797;96;617;70;food collection diaries;Y;"food collection diaries; 100; 75"
798;96;617;100;;N;"food collection diaries; 100; 75"
799;96;617;75;;N;"food collection diaries; 100; 75"
800;7585;618;147;forest management scenario modelling (using LANDIS-II);Y;forest management scenario modelling (using LANDIS-II)
801;17237;619;125;Tree inventory (linked to 10);Y;"Tree inventory (linked to 10); 100; Canopy cover estimates (linked to 64)"
802;17237;619;100;;N;"Tree inventory (linked to 10); 100; Canopy cover estimates (linked to 64)"
803;17237;619;138;Canopy cover estimates (linked to 64);Y;"Tree inventory (linked to 10); 100; Canopy cover estimates (linked to 64)"
804;53355;620;"112;91";Surveys, Questionnaires;Y;Surveys, Questionnaires
805;9857;621;82;;N;82
806;19465;622;130;"self-designed framework ""spatial planning for forest restoration"" applied to different scenarios (linked 99?)";Y;"self-designed framework ""spatial planning for forest restoration"" applied to different scenarios (linked 99?)"
807;40888;623;79;;N;79
808;9386;624;65;;N;"65; community-defined symbolic prices (linked to 18); CO2 capture and storage modelling (linked to 67)"
809;9386;624;18;community-defined symbolic prices (linked to 18);Y;"65; community-defined symbolic prices (linked to 18); CO2 capture and storage modelling (linked to 67)"
810;9386;624;67;CO2 capture and storage modelling (linked to 67);Y;"65; community-defined symbolic prices (linked to 18); CO2 capture and storage modelling (linked to 67)"
811;37895;625;109;;N;109
812;38419;626;10;;N;10
813;43327;627;10;;N;10
814;46385;628;143;compiled secondary data on species richness over time;Y;compiled secondary data on species richness over time
815;42123;629;93;;N;93
816;27399;630;122;Statistical analysis;Y;Statistical analysis
817;47170;631;127;Watershed Assessment Model (Corrales et al. 2014);Y;Watershed Assessment Model (Corrales et al. 2014)
818;21213;632;100;Key informant interviews (linked to 100);Y;"Key informant interviews (linked to 100); Rapid Rural Appraisal (Martin GJ 1995, linked to 80)"
819;21213;632;80;Rapid Rural Appraisal (Martin GJ 1995, linked to 80);Y;"Key informant interviews (linked to 100); Rapid Rural Appraisal (Martin GJ 1995, linked to 80)"
820;43395;633;67;Lonsdorf model;Y;Lonsdorf model
821;41193;634;64;;N;"64; 10; 37"
822;41193;634;10;;N;"64; 10; 37"
823;41193;634;37;;N;"64; 10; 37"
824;42378;635;86;;N;86
825;12163;636;52;LC‐IMPACT method (Verones et al. 2016);Y;LC‐IMPACT method (Verones et al. 2016)
826;42845;637;19;;N;19
827;48832;638;14;;N;"14; marginal abatement cost approach (linked to 23)"
828;48832;638;25;marginal abatement cost approach (linked to 23);Y;"14; marginal abatement cost approach (linked to 23)"
829;6033;639;155;R-SWAT-DS (Udias et al 2016a);Y;R-SWAT-DS (Udias et al 2016a)
830;45770;640;25;;N;25
831;45770;641;19;;N;19
832;1035;642;112;;N;112
833;45988;643;10;;N;10
834;38466;644;49;Hedonic pricing (linked to 49);Y;Hedonic pricing (linked to 49)
835;23840;645;80;;N;"80; 100; 43; Non-participant observation (linked to 75)"
836;23840;645;100;;N;"80; 100; 43; Non-participant observation (linked to 75)"
837;23840;645;43;;N;"80; 100; 43; Non-participant observation (linked to 75)"
838;23840;645;145;Non-participant observation (linked to 75);Y;"80; 100; 43; Non-participant observation (linked to 75)"
839;31855;646;91;;N;91
840;6652;647;69;Best-worst method (Huang et al 1995);Y;"Best-worst method (Huang et al 1995); AquaCrop model (Steduto et al 2009); Genetic Algorithm (Holland 1975 and Wu et al 2007)"
841;6652;647;128;AquaCrop model (Steduto et al 2009);Y;"Best-worst method (Huang et al 1995); AquaCrop model (Steduto et al 2009); Genetic Algorithm (Holland 1975 and Wu et al 2007)"
842;6652;647;152;Genetic Algorithm (Holland 1975 and Wu et al 2007);Y;"Best-worst method (Huang et al 1995); AquaCrop model (Steduto et al 2009); Genetic Algorithm (Holland 1975 and Wu et al 2007)"
843;17125;648;112;;N;112
844;34156;649;49;conceptual hedonic model (Rosen 1974 $ Kennedy, 2003);Y;"conceptual hedonic model (Rosen 1974 $ Kennedy, 2003);"
845;34156;649;;;Y;"conceptual hedonic model (Rosen 1974 $ Kennedy, 2003);"
846;25370;650;23;;N;"23; Stakeholder engagement process (linked to 79)"
847;25370;650;79;Stakeholder engagement process (linked to 79);Y;"23; Stakeholder engagement process (linked to 79)"
848;10474;651;23;;N;23
849;22317;652;152;Linear programming model (linked to 23);Y;Linear programming model (linked to 23)
850;35210;653;147;land-use decision simulation modelling;Y;"land-use decision simulation modelling; yield modelling"
851;35210;653;128;yield modelling;Y;"land-use decision simulation modelling; yield modelling"
852;4806;654;19;;N;"19;94"
853;4806;654;94;;N;"19;94"
854;32205;655;112;;N;112
855;28897;656;112;;N;112
856;39619;657;43;;N;43
857;22667;658;49;Hedonic price analysis;Y;Hedonic price analysis
858;22757;659;21;Economic analysis $opportunity costs of land conversion / tonnes of carbon sequestered$;Y;Economic analysis $opportunity costs of land conversion / tonnes of carbon sequestered$
859;12597;660;112;Perceived Stress Scale - PSS (linked to 112);Y;"Perceived Stress Scale - PSS (linked to 112); EuroQol measure- EQ-5D; International Physical Activity Questionnaire short form - IPAQ-SF; frequency of nature visit assessment; Inclusion of Nature in Self Scale; English Citizenship Survey to measure social cohesion"
860;12597;660;54;EuroQol measure- EQ-5D;Y;"Perceived Stress Scale - PSS (linked to 112); EuroQol measure- EQ-5D; International Physical Activity Questionnaire short form - IPAQ-SF; frequency of nature visit assessment; Inclusion of Nature in Self Scale; English Citizenship Survey to measure social cohesion"
